rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_duration,koi_depth,koi_prad,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad
5199,10095484,K03839.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.7085,8.78E+02,22.15,1,5699,4.553,0.853
5200,5467102,K03840.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.9327,2.44E+04,44.7,1,5982,4.493,0.96
5201,6780367,K07789.01,,FALSE POSITIVE,FALSE POSITIVE,0.358,5.34,2.15E+02,2.9,1,5109,3.757,2.02
5202,10281221,K03913.01,,CANDIDATE,CANDIDATE,1,1.0528,5.88E+02,5.87,1,6263,4.46,1.009
5203,6525946,K02093.03,,CANDIDATE,CANDIDATE,0.994,1.5568,1.29E+02,10,3,5096,2.435,8.769
5204,5471496,K03914.01,,FALSE POSITIVE,FALSE POSITIVE,0,28.1949,1.52E+03,3.48,1,4624,4.619,0.684
5205,4544620,K03915.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.2094,1.03E+03,23.25,1,5401,4.593,0.777
5206,5784777,K03916.01,Kepler-1529 b,CONFIRMED,CANDIDATE,1,1.6415,7.56E+02,1.9,1,5057,4.573,0.704
5207,6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,0.992,2.744,2.10E+02,2.42,2,5808,4.185,1.374
5208,9719636,K03686.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,2.8758,5.45E+04,24.15,1,5984,4.408,1.033
5209,2452440,K03687.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.6736,6.56E+04,24.01,1,5753,4.423,0.894
5210,5020034,K03688.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.5384,1.25E+05,77.23,1,6381,4.155,1.423
5211,7017372,K03689.01,,CANDIDATE,CANDIDATE,1,3.3656,8.53E+03,12.74,1,6452,4.241,1.305
5212,7102316,K02028.03,Kepler-351 d,CONFIRMED,CANDIDATE,0.985,8.75,9.05E+02,2.52,3,5642,4.542,0.846
5213,11518142,K03762.01,Kepler-1519 b,CONFIRMED,CANDIDATE,0.999,16.666,5.02E+03,10.31,1,5758,4.168,1.385
5214,3114667,K03763.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.25012,4.13E+05,43.7,1,4324,4.639,0.616
5215,12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9058,2.91E+05,144.5,1,4561,4.788,0.469
5216,8651551,K03841.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.9136,3.35E+04,27.85,1,4273,4.652,0.595
5217,9532637,K03842.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.93053,3.58E+05,44.79,3,4509,4.612,0.663
5218,5305451,K03843.01,,FALSE POSITIVE,FALSE POSITIVE,0,25.322,2.60E+03,4.98,1,5570,4.573,0.803
5219,7174349,K03844.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.7423,9.03E+04,34.74,1,5780,4.438,1
5220,11824218,K03845.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8156,2.62E+03,670.04,1,4993,2.399,19.695
5221,3128552,K02055.04,,CANDIDATE,CANDIDATE,,2.84,1.46E+02,1.26,,5741,4.556,0.833
5222,10788461,K03925.01,,CANDIDATE,CANDIDATE,1,3.365,1.24E+03,5.5,1,5678,4.215,1.303
5223,10788461,K03925.02,Kepler-1530 b,CONFIRMED,CANDIDATE,1,2.088,3.31E+02,2.55,2,5678,4.215,1.303
5224,10788461,K03925.03,Kepler-1530 c,CONFIRMED,CANDIDATE,0.999,2.714,3.42E+02,2.69,3,5678,4.215,1.303
5225,11667548,K03926.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.297,1.23E+03,41.62,1,6343,4.408,1.14
5226,8868649,K03927.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.45,2.24E+02,2.06,1,5472,4.382,0.981
5227,9715939,K03690.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.30029,1.60E+04,62.52,1,6387,4.178,1.408
5228,4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2864,3.50E+04,62.25,1,6306,4.283,1.281
5229,4751083,K03691.02,,FALSE POSITIVE,FALSE POSITIVE,,3.16,,,,,,
5230,5903301,K03692.01,,CANDIDATE,CANDIDATE,0.813,2.16452,1.23E+04,60.47,1,6200,4.161,1.382
5231,7695087,K03693.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7194,1.08E+04,378.61,1,4969,2.899,9.433
5232,8323764,K03767.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.3304,3.22E+04,14.78,1,5159,4.508,0.8
5233,7013923,K07801.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.452,1.19E+02,0.87,1,4922,4.505,0.823
5234,5360082,K03768.01,,FALSE POSITIVE,FALSE POSITIVE,0,14.557,1.97E+04,8,1,4594,4.679,0.567
5235,6543683,K03769.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.0834,8.05E+03,49.33,1,6040,4.271,1.155
5236,5008245,K03770.01,,CANDIDATE,CANDIDATE,1,2.6452,3.15E+03,7.31,1,6366,4.352,1.236
5237,10555365,K03771.01,,CANDIDATE,CANDIDATE,1,3.9551,2.21E+04,14,1,5687,4.426,0.921
5238,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2849,3.13E+05,66.14,1,5780,4.438,1
5239,7983756,K03846.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.238,5.93E+02,24.73,1,6192,4.503,0.917
5240,7289165,K03847.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.4404,2.24E+02,2.62,1,6338,4.087,1.602
5241,12784167,K03848.01,Kepler-1522 b,CONFIRMED,CANDIDATE,1,1.8904,3.23E+02,1.51,1,5763,4.557,0.842
5242,8949316,K03849.01,,CANDIDATE,CANDIDATE,0.955,1.0423,3.87E+04,23.28,1,3569,4.82,0.427
5243,8912730,K03850.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.918,1.65E+03,82.26,1,6943,4.162,1.66
5244,9784230,K03851.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.22035,2.58E+05,62.38,2,5780,4.438,1
5245,11466960,K03917.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.469,3.18E+02,2.58,1,6737,4.243,1.425
5246,3124420,K03918.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.3809,4.58E+05,115.31,1,5780,4.438,1
5247,4649440,K03919.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.2466,6.53E+02,108.54,1,5321,3.416,4.335
5248,2437488,K03920.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.455,1.24E+03,85.84,1,4735,2.715,9.043
5249,10083623,K03921.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.4247,1.48E+03,5.19,1,5636,4.557,0.827
5250,11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1,2.1689,5.61E+01,1,2,5855,4.148,1.34
5251,8043052,K03695.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9204,8.61E+03,27.47,1,5256,4.502,0.802
5252,5435816,K03696.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.7725,2.76E+04,46.38,1,6063,4.476,1.012
5253,8559589,K03697.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.9683,1.15E+04,46.33,1,6211,4.389,1.056
5254,4372765,K03698.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.4524,2.73E+05,77.18,1,6517,4.279,1.374
5255,9489524,K02029.03,,CANDIDATE,CANDIDATE,0.999,2.214,8.53E+01,0.72,3,5208,4.563,0.772
5256,10268903,K03773.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.74,,,1,,,
5257,7017437,K07802.01,,FALSE POSITIVE,FALSE POSITIVE,0.113,2.217,4.52E+02,21.42,1,4893,2.644,10.363
5258,7220320,K03775.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.42733,3.79E+04,106.66,1,5770,3.844,2.221
5259,9291378,K03776.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.0659,3.01E+03,40.83,1,6137,4.46,1.018
5260,4075067,K03777.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.066,8.77E+02,146.63,1,8992,3.535,4.832
5261,4949524,K03852.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.506,1.39E+03,31.39,1,5602,4.571,0.817
5262,6531143,K07784.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,5.509,1.82E+02,1.53,1,6278,4.425,1.081
5263,3550434,K03854.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.3738,1.39E+03,22.76,1,5089,4.58,0.693
5264,2558370,K03855.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1081,1.15E+05,54.23,1,5780,4.438,1
5265,12301181,K02059.02,,CANDIDATE,CANDIDATE,0.691,1.966,3.56E+01,0.44,2,4997,4.598,0.746
5266,5397166,K03856.01,,CANDIDATE,CANDIDATE,0.998,3.792,4.08E+02,95.19,1,5904,3.602,3.348
5267,7024530,K03922.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.896,6.95E+03,9.69,1,6077,4.471,0.999
5268,5015459,K03923.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1881,4.86E+03,25.41,1,4340,4.67,0.572
5269,11709124,K00435.04,Kepler-154 e,CONFIRMED,CANDIDATE,1,2.9403,2.35E+02,1.5,4,5688,4.415,0.971
5270,8505920,K02094.02,Kepler-1090 b,CONFIRMED,CANDIDATE,0.998,8.282,6.45E+02,2.79,2,5330,4.366,1.013
5271,1433980,K03924.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.9488,1.55E+05,100.2,1,6574,4.061,1.768
5272,2438490,K03699.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,4.2349,9.46E+04,27.77,1,5528,4.516,0.849
5273,3838496,K03700.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.8462,2.16E+05,89.85,1,5780,4.438,1
5274,6470521,K03701.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.708,6.86E+03,510.48,1,6377,4.399,1.119
5275,2449090,K03702.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.50334,1.13E+05,54.29,1,5780,4.438,1
5276,5652260,K03703.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.0221,7.41E+04,43.21,1,5743,4.553,0.853
5277,2569494,K03704.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.9083,1.95E+05,38.95,1,5311,4.469,0.866
5278,12405950,K03778.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.5372,1.23E+03,39.34,1,7021,3.759,2.629
5279,5206233,K03779.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6078,3.51E+03,215.89,1,5608,4.573,0.813
5280,7031066,K07803.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.367,8.53E+01,0.82,1,5115,4.439,0.917
5281,6775985,K03780.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.8741,6.27E+03,21.5,1,6770,4.249,1.361
5282,11357192,K03782.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.1968,5.75E+03,37.5,1,5018,3.639,2.99
5283,9533489,K03783.01,,CANDIDATE,CANDIDATE,0.521,2.1145,5.66E+03,72.16,1,7214,4.093,1.935
5284,11825057,K03857.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.45028,5.10E+05,74.83,1,5780,4.438,1
5285,12306699,K03858.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7952,8.98E+02,23.55,1,5139,4.609,0.741
5286,9692336,K03859.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.96401,2.94E+05,55.58,1,5780,4.438,1
5287,9641008,K03860.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.5302,6.63E+02,19.46,1,5515,4.624,0.712
5288,8588377,K03861.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.576,1.37E+03,31.84,1,5750,4.332,1.021
5289,3644601,K03862.01,,FALSE POSITIVE,FALSE POSITIVE,0,32.16,2.02E+03,28.57,1,5715,4.537,0.834
5290,4242692,K03928.01,Kepler-1531 b,CONFIRMED,CANDIDATE,0.997,2.1482,6.62E+01,1.45,1,6520,4.01,1.713
5291,8781480,K03929.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.112,1.56E+03,1680.99,1,3942,1.101,60.688
5292,6783732,K07790.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.509,3.18E+01,0.54,1,6328,4.489,0.948
5293,11607176,K03930.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.9,2.93E+02,1.85,1,5741,4.533,0.82
5294,10661718,K03931.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.433,4.71E+02,2.93,1,6095,4.378,1.016
5295,6105462,K02098.02,Kepler-1093 c,CONFIRMED,CANDIDATE,0.977,10.963,2.64E+02,2.21,2,6429,4.241,1.262
5296,8257205,K01986.02,,CANDIDATE,CANDIDATE,0.989,2.491,2.29E+02,1.21,2,5159,4.548,0.821
5297,6470516,K03705.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.4997,8.94E+05,345.7,1,8344,4.04,2.115
5298,6891124,K07796.01,,CANDIDATE,CANDIDATE,0.974,3.439,7.42E+01,0.94,1,6269,4.412,1.085
5299,7770471,K03706.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.66082,6.06E+05,118.11,1,6510,4.219,1.425
5300,5130380,K03707.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.5638,3.84E+04,22.98,1,5907,4.296,1.126
5301,6314173,K03708.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.2205,4.29E+05,136.47,1,7311,4.013,1.959
5302,5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.4812,6.39E+03,49.6,1,6022,4.308,1.166
5303,9489524,K02029.04,,CANDIDATE,CANDIDATE,0.863,2.099,6.65E+01,0.63,4,5208,4.563,0.772
5304,7031340,K07804.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.011,4.00E+01,1.06,1,5496,3.998,1.533
5305,4073730,K03785.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.941,1.41E+03,23.76,1,6635,3.511,3.798
5306,2854948,K03786.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1088,3.50E+04,37.62,2,5688,4.583,0.786
5307,7813039,K03787.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.5851,7.74E+03,10.3,1,5606,4.478,0.918
5308,3644601,K03862.02,,FALSE POSITIVE,FALSE POSITIVE,0,29.33,8.43E+02,23,3,5715,4.537,0.834
5309,8459354,K03863.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.18,3.96E+03,26.31,1,7643,3.639,3.618
5310,4164922,K03864.01,,CANDIDATE,CANDIDATE,1,1.434,1.59E+02,0.99,1,5014,4.559,0.756
5311,12061969,K02061.02,,CANDIDATE,CANDIDATE,0.998,1.5,1.75E+02,1.04,2,5081,4.596,0.77
5312,4164922,K03864.02,,CANDIDATE,CANDIDATE,0.999,3.434,1.58E+02,0.94,2,5014,4.559,0.756
5313,10328393,K01905.03,Kepler-332 d,CONFIRMED,CANDIDATE,0.998,4.947,2.74E+02,1.15,3,4955,4.61,0.721
5314,10259029,K03630.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.33515,1.31E+05,43.71,1,5585,4.564,0.798
5315,8299947,K03631.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.58143,3.94E+05,70.67,1,5780,4.438,1
5316,3335813,K03632.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.3394,7.56E+03,46.24,1,6141,4.365,1.117
5317,11858741,K03633.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.4297,3.58E+05,60.45,1,5780,4.438,1
5318,6363494,K03634.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.35773,6.16E+04,108.78,1,9954,4.07,2.408
5319,2576107,K03709.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.0353,2.49E+04,42.69,1,6328,4.516,0.915
5320,9532421,K03710.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.21,2.36E+04,101.41,1,4897,4.526,0.789
5321,6936966,K07797.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.673,5.26E+01,0.7,1,5853,4.529,0.895
5322,5653849,K03711.01,,FALSE POSITIVE,FALSE POSITIVE,0,25.751,9.36E+03,8.6,1,5470,4.509,0.777
5323,2437060,K03712.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,7.2897,1.29E+05,928.96,1,4599,2.137,23.673
5324,8127648,K03713.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.3804,1.30E+05,100.39,1,5780,4.438,1
5325,9405541,K03788.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.1178,7.28E+02,2674.69,1,3306,0.273,116.965
5326,8906045,K03789.01,,FALSE POSITIVE,FALSE POSITIVE,0,26.25,8.20E+04,60.5,1,5891,4.305,1.138
5327,7031638,K07805.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.17,1.85E+01,0.49,1,6318,4.36,1.121
5328,7296094,K03790.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1.9215,1.20E+05,36.92,1,5780,4.438,1
5329,5437945,K03791.01,Kepler-460 b,CONFIRMED,FALSE POSITIVE,0,21.693,2.58E+03,7.23,1,6340,4.163,1.393
5330,12009347,K03792.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.4313,5.50E+03,7.13,1,4416,4.57,0.733
5331,4037163,K03793.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.9827,1.48E+05,56.3,2,5780,4.438,1
5332,5535890,K03865.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7117,1.19E+02,1.39,1,5807,4.23,1.256
5333,5215980,K03866.01,,FALSE POSITIVE,FALSE POSITIVE,0,20.399,1.18E+04,32.12,1,5325,4.607,0.75
5334,9353742,K03867.01,Kepler-1523 b,CONFIRMED,CANDIDATE,1,1.3568,2.81E+02,1.46,1,5497,4.527,0.886
5335,9178185,K03868.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.2585,3.61E+02,7.86,1,5908,3.497,3.915
5336,6290382,K03869.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.824,2.34E+03,39.52,1,7245,4.158,1.667
5337,3327992,K03635.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.5116,2.58E+04,36.16,1,4188,4.615,0.661
5338,5649206,K03636.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.0201,4.16E+05,71.52,1,5780,4.438,1
5339,5193384,K03637.01,,FALSE POSITIVE,FALSE POSITIVE,0,24.872,2.55E+05,173.18,1,4905,3.3,3.484
5340,5181804,K03638.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.5276,5.04E+04,533.08,1,6585,4.208,1.416
5341,10491544,K03639.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.1995,3.02E+04,251.93,1,5073,3.02,4.61
5342,9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,0.808,11.757,2.11E+02,2.65,2,5878,4.005,1.812
5343,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,1,4.836,2.80E+02,3.61,2,5592,4.115,1.451
5344,4937143,K03715.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.7425,2.20E+04,63.42,2,6938,4.281,1.31
5345,8719324,K03716.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.55,,,2,,,
5346,11241814,K03717.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.5072,1.39E+04,44.24,1,6124,4.414,1.007
5347,5036537,K03718.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6715,6.37E+03,9.14,1,5080,4.417,0.947
5348,9837083,K03719.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.40392,3.02E+04,28.21,1,4330,4.628,0.639
5349,12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE,0.761,1.63,4.60E+03,22.95,1,4550,4.622,0.66
5350,3657758,K02034.02,Kepler-1065 c,CONFIRMED,CANDIDATE,1,1.666,2.25E+02,1.29,2,5668,4.545,0.868
5351,3338660,K03795.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.1083,5.39E+05,89.79,1,5992,4.283,1.171
5352,3338674,K03796.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.1328,5.44E+03,51.11,1,4740,2.9,5.721
5353,5546277,K03797.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.916,2.73E+02,21.06,1,5849,4.517,0.919
5354,9752982,K03871.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.7466,9.33E+02,66.73,1,5173,3.471,2.742
5355,4666008,K03872.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.1297,6.32E+02,30.38,1,6325,4.409,1.112
5356,8430105,K03873.01,,FALSE POSITIVE,FALSE POSITIVE,0,47.0744,1.15E+04,54.17,3,4919,2.979,5.198
5357,9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,1,12.4124,3.63E+03,6.11,1,6063,4.476,1.012
5358,8052474,K03640.01,,FALSE POSITIVE,FALSE POSITIVE,0,14.502,1.13E+04,19.17,1,5637,4.383,0.99
5359,3534118,K03641.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.9298,3.75E+04,33.24,1,6078,4.346,1.148
5360,3534118,K03641.02,,FALSE POSITIVE,FALSE POSITIVE,0,12.86,,,2,,,
5361,2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.075,9.96E+04,37.56,1,5306,4.642,0.687
5362,3231120,K03643.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.9037,1.26E+05,40.37,1,5791,4.424,0.969
5363,12216706,K03644.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.3708,1.48E+05,165.15,1,8749,3.806,2.911
5364,12216706,K03644.02,,FALSE POSITIVE,FALSE POSITIVE,,2,,,,,,
5365,10735331,K03720.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.5043,1.39E+04,35.2,1,6960,4.069,1.83
5366,7763269,K03721.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.9288,7.78E+03,51.44,1,6261,4.293,1.194
5367,8365739,K03722.01,,FALSE POSITIVE,FALSE POSITIVE,0.207,3.15,,,1,,,
5368,5471606,K03723.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.9844,1.43E+04,458.02,1,3982,1.464,32.244
5369,11200405,K03724.01,,FALSE POSITIVE,FALSE POSITIVE,0.022,3.4636,2.51E+04,19.96,1,6078,4.223,1.194
5370,5475736,K03798.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.4319,1.36E+03,3.94,1,5750,4.464,0.839
5371,9049673,K03799.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.2334,5.67E+03,7.08,1,5232,4.519,0.777
5372,7031898,K07807.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.637,1.99E+01,0.5,1,6277,4.322,1.121
5373,9593759,K03800.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6779,1.35E+05,26042.9,1,4770,2.605,9.67
5374,8827930,K03801.01,,CANDIDATE,CANDIDATE,0.99,5.419,1.12E+04,13.21,1,5672,4.252,1.22
5375,5020044,K03802.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.2163,1.65E+03,34.34,1,6292,4.426,1.078
5376,11560037,K03874.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.8222,1.35E+03,4.28,1,5888,4.387,1.02
5377,6547322,K07786.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.721,2.58E+01,1.26,1,6014,3.782,2.429
5378,3440118,K03876.01,,CANDIDATE,CANDIDATE,1,1.9857,4.33E+02,1.96,1,5620,4.533,0.884
5379,9159265,K03877.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.568,2.73E+02,15.7,1,5627,4.568,0.818
5380,4472818,K03878.01,Kepler-1524 b,CONFIRMED,CANDIDATE,0.982,6.9623,7.85E+02,2.84,1,5818,4.464,0.986
5381,5816806,K03645.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.116,2.46E+05,51.69,1,5780,4.438,1
5382,6531496,K03646.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.83729,6.91E+04,45.93,1,5853,4.529,0.895
5383,6790592,K07791.01,,CANDIDATE,CANDIDATE,0.805,10.29,2.66E+02,231.85,1,3287,0.114,152.969
5384,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,1,9.39,1.37E+03,4.22,2,5741,4.331,1.136
5385,3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.4301,1.91E+05,47.58,1,6024,4.385,1.078
5386,6066379,K03649.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.36797,1.27E+05,73.29,1,6282,4.207,1.343
5387,6508221,K00416.03,,CANDIDATE,CANDIDATE,0.981,2.62,1.02E+02,0.78,3,5176,4.612,0.738
5388,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,1,2.722,6.62E+01,0.98,2,5700,4.327,1.176
5389,6952971,K07798.01,,CANDIDATE,CANDIDATE,0.475,16.4,3.21E+02,2.15,1,6450,4.386,1.155
5390,3459199,K03725.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2035,2.21E+03,450.76,1,5314,2.782,11.82
5391,6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.4136,3.76E+04,13.66,1,4530,4.566,0.735
5392,12023089,K03727.01,,FALSE POSITIVE,FALSE POSITIVE,,1.46001,1.93E+04,29.19,1,5319,4.612,0.654
5393,6286155,K03803.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.6067,1.09E+03,163.25,1,5032,3.042,5.922
5394,7831363,K03804.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1551,3.84E+03,52.91,1,6313,4.325,1.098
5395,4663185,K03805.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.0706,5.82E+03,539.16,1,4727,2.497,13.547
5396,5305471,K03806.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.467,2.19E+03,4.49,1,5555,4.502,0.811
5397,5560830,K03879.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.323,2.65E+03,37.79,1,6220,4.398,1.056
5398,4147444,K03880.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.5922,6.97E+01,1,1,6438,4.33,1.166
5399,8211824,K03881.01,,FALSE POSITIVE,FALSE POSITIVE,,2.0431,7.51E+04,39.34,,5048,4.571,0.707
5400,5980800,K03882.01,,FALSE POSITIVE,FALSE POSITIVE,,1.42721,1.07E+04,49.67,,5400,4.382,0.978
5401,9592850,K03883.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.7501,3.79E+05,60.62,1,5455,4.458,0.897
5402,6227560,K03650.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0835,2.50E+04,268.75,1,4577,4.688,0.557
5403,5866104,K03651.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.2063,2.17E+05,59.66,1,5780,4.438,1
5404,8256044,K03652.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.44467,6.59E+04,70.73,1,5642,4.114,1.415
5405,8780968,K03653.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.5545,2.31E+05,162.67,1,5510,3.641,2.649
5406,6960446,K03654.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.603,1.16E+05,71.11,1,6366,4.239,1.296
5407,8264097,K03655.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2833,2.90E+05,64.69,1,5780,4.438,1
5408,7515679,K03728.01,Kepler-1517 b,CONFIRMED,FALSE POSITIVE,0,2.717,2.21E+03,22.27,1,7358,3.538,4.037
5409,9674592,K03729.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.0845,9.77E+03,12.01,2,5662,4.575,0.805
